"DayOfWeekStr","starttime","endtime","PermitLocation","optionaltext","ColdTruck","Applicant","Location"
"Thursday","8AM","9AM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Thursday","11AM","12PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Thursday","12PM","1PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Thursday","7PM","8PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Thursday","11AM","1PM","860 BROADWAY","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7973946460656,-122.411309805654)"
"Thursday","12PM","1PM","860 BROADWAY","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7973946460656,-122.411309805654)"
"Thursday","10AM","11AM","Assessors Block 4645/Lot015","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7321349519222,-122.375398078567)"
"Thursday","10PM","3AM","301 06TH ST","Hot dogs, chips, soda, corn on the cob, french fries","N","Sinthya's Hot Dogs","(37.7785307486304,-122.40554980922)"
"Thursday","11AM","2PM","300 PINE ST","Filipino fusion food: tacos, burritos, nachos, rice plates. Various beverages.","N","Senor Sisig","(37.7921599140391,-122.40096522707)"
"Thursday","8AM","4PM","1201 04TH ST","Cajun: PoBoy Sandwiches, Salmon, Shrimp, Catfish, Oysters, Sausages, Gumbo, Fries, Salad, Pies, Cookies, Cake, Chips, Beignets, Waffles, Beverages","N","Betty McGee Creole","(37.7728071230649,-122.391301857151)"
"Thursday","10AM","3PM","400 HOWARD ST","Sliders, Tater Tots, Beverages","N","Slider Shack, LLC.","(37.7892526344794,-122.395226296171)"
"Thursday","10AM","9PM","1020 03RD ST","sunflower seeds, crackerjacks, bottled water, peanuts, candy","N","Got Snacks","(37.7759081654088,-122.390058556767)"
"Tuesday","11AM","2PM","225 BUSH ST","Chicken Tiki Masala Burritos, Paneer Tiki Masala Burritos, Samosas, Mango Lassi","N","Curry Up Now","(37.7910703986756,-122.401145196973)"
"Tuesday","9AM","10PM","2598 HARRISON ST","Tacos, Burritos, Tortas, Quesadillas, Mexican Drinks, Aguas Frescas","N","Santana ESG, Inc.","(37.7558763209725,-122.412271386632)"
"Tuesday","1PM","2PM","180 MONTGOMERY ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7907890558203,-122.402273431333)"
"Tuesday","1PM","2PM","3444 JENNINGS ST","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7186827082609,-122.396304347601)"
"Tuesday","10AM","11AM","101 EXECUTIVE PARK BLVD","Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks","Y","Golden Catering","(37.7111991003088,-122.394693339395)"
"Tuesday","4PM","5PM","66 POTRERO AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7686648241945,-122.407903224274)"
"Tuesday","10AM","3PM","290 TOWNSEND ST","Hot Dogs, Hamburgers, Nachos, Steaks, Pastas, Asian Dishes, Tri-Tip Sandwiches, Sodas & Water","N","Linda's Catering","(37.7773000262759,-122.394812784799)"
"Tuesday","10AM","11AM","299 ILLINOIS ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering",NA
"Tuesday","10AM","11AM","1828 EGBERT AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7270392647114,-122.400141029645)"
"Tuesday","10AM","11AM","560 NATOMA ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7791347875605,-122.409112429172)"
"Tuesday","10AM","11AM","401 HARRISON ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.786705596962,-122.392030655401)"
"Tuesday","10AM","11AM","1455 BANCROFT AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7240189919943,-122.390118463974)"
"Tuesday","10AM","11AM","898 PENNSYLVANIA AVE","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7551682208271,-122.392960249597)"
"Tuesday","10AM","11AM","1450 WALLACE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7259394852676,-122.388280728611)"
"Tuesday","10AM","11AM","2000 FOLSOM ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7652922254458,-122.415375651896)"
"Tuesday","10AM","11AM","931 PALOU AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7267339112889,-122.378972003992)"
"Tuesday","10AM","11AM","525 PHELPS ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7421620878271,-122.389107048701)"
"Tuesday","10AM","11AM","2045 EVANS AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7477067391559,-122.396413656839)"
"Tuesday","10AM","11AM","2045 EVANS AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7477067391559,-122.396413656839)"
"Tuesday","10AM","11AM","2145 MARKET ST","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages","Y","BH & MT LLC","(37.7667124225934,-122.429712749525)"
"Tuesday","10AM","11AM","2701 GREEN ST","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7950473983156,-122.443611961361)"
"Tuesday","12PM","1PM","701 16TH ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7666322775493,-122.392728509584)"
"Tuesday","11AM","12PM","740 VALENCIA ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7610350136584,-122.421584017938)"
"Tuesday","11AM","12PM","3040 HARRISON ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7490358344714,-122.411623966472)"
"Tuesday","11AM","12PM","131 SHOTWELL ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7663593026796,-122.41644564135)"
"Tuesday","11AM","12PM","1160 REVERE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7269806226365,-122.381785388427)"
"Tuesday","11AM","12PM","1135 REVERE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.726685271787,-122.381502925492)"
"Tuesday","11AM","12PM","3000 03RD ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.751548491531,-122.387718127295)"
"Tuesday","11AM","12PM","1040 MARIPOSA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7640523949866,-122.394139809417)"
"Tuesday","12PM","1PM","1000 HOLLISTER AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7187638807592,-122.390579577708)"
"Tuesday","12PM","1PM","1801 EVANS AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.745078648302,-122.392261844141)"
"Tuesday","12PM","1PM","1801 EVANS AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.745078648302,-122.392261844141)"
"Tuesday","12PM","1PM","1082 PENNSYLVANIA AVE","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7527217661049,-122.392725753817)"
"Tuesday","12PM","1PM","Assessors Block /Lot","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering",NA
"Tuesday","10AM","11AM","1335 YOSEMITE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7239376882365,-122.386832585234)"
"Tuesday","12PM","1PM","1575 BURKE AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7446858481632,-122.386571458803)"
"Tuesday","11AM","2PM","120 02ND ST","Filipino fusion food: taco, burrito, nachos, rice plates","N","Senor Sisig","(37.7876871932612,-122.399490236599)"
"Tuesday","6AM","8AM","Assessors Block 4341/Lot001","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7489503634271,-122.401493189708)"
"Tuesday","2PM","3PM","1550 WALLACE AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7270006086593,-122.390150411037)"
"Tuesday","8AM","9AM","Assessors Block 3905/Lot011","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7685570713121,-122.409610236298)"
"Tuesday","8AM","3PM","340 BRANNAN ST","Everything","N","Off the Grid Services, LLC","(37.7811636144171,-122.39303923437)"
"Tuesday","3PM","4PM","2090 EVANS AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7482492881932,-122.396524546777)"
"Tuesday","11AM","2PM","185 BERRY ST","Soup, salad, sandwiches, beverages, chips & cookies","N","San Francisco Soup Company","(37.7760385105764,-122.392939332071)"
"Tuesday","4PM","5PM","1600 DONNER AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7244499679315,-122.393984693201)"
"Tuesday","4PM","5PM","195 KISKA RD","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7299854741476,-122.376954714967)"
"Tuesday","5AM","6AM","401 HARRISON ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.786705596962,-122.392030655401)"
"Tuesday","11AM","12PM","860 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.779488829411,-122.389190496856)"
"Tuesday","6PM","7PM","2700 03RD ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7553805997368,-122.388085445297)"
"Tuesday","6AM","7AM","560 MISSION ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.788837572632,-122.398844308239)"
"Tuesday","6AM","9AM","2890 03RD ST","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7529521222808,-122.387906207247)"
"Tuesday","6PM","7PM","185 BERRY ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7760385105764,-122.392939332071)"
"Tuesday","6AM","8AM","2323 CESAR CHAVEZ ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7494702507258,-122.399927745604)"
"Tuesday","11AM","3PM","170 OTIS ST","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages","Y","BH & MT LLC","(37.7705678488858,-122.420273262356)"
"Tuesday","6AM","7AM","501 HOWARD ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7884519937144,-122.396042848565)"
"Tuesday","7AM","8AM","750 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.780188074444,-122.390098985325)"
"Tuesday","7AM","8AM","1 THOMAS MORE WAY","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7128718139384,-122.472687037509)"
"Tuesday","7AM","8AM","2660 NEWHALL ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.72727724475,-122.399160735119)"
"Tuesday","12PM","1PM","1570 BURKE AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7447250168321,-122.386402793857)"
"Tuesday","7AM","8AM","2525 MARIN ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7481349335447,-122.402362570049)"
"Tuesday","8AM","9AM","945 BRYANT ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7734404634488,-122.405556607063)"
"Tuesday","12PM","1PM","1370 VAN DYKE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7267728572176,-122.388073576343)"
"Tuesday","8AM","10AM","1100 ORTEGA ST","Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages","Y","Eva's Catering","(37.7524774154426,-122.475310777243)"
"Tuesday","8AM","9AM","3300 CESAR CHAVEZ ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7482822297931,-122.415908342523)"
"Tuesday","11AM","12PM","3300 CESAR CHAVEZ ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7482822297931,-122.415908342523)"
"Tuesday","11AM","12PM","1400 MINNESOTA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7522353219293,-122.38975002217)"
"Tuesday","8AM","9AM","950 BRYANT ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.772965881143,-122.406510236721)"
"Tuesday","8AM","9AM","208 PENNSYLVANIA AVE","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.763898172112,-122.393787763456)"
"Tuesday","8AM","8AM","500 SELBY ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7442960182807,-122.395807199913)"
"Tuesday","2PM","3PM","900 MINNESOTA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7591086681241,-122.390400000543)"
"Tuesday","8AM","9AM","888 MARIN ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7491830922641,-122.385380152928)"
"Tuesday","8AM","9AM","2590 GREEN ST","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7953974901072,-122.441735157542)"
"Tuesday","8AM","9AM","790 TENNESSEE ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7618425082863,-122.389690061404)"
"Tuesday","11AM","12PM","1000 EVANS AVE","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7365999870093,-122.377204056226)"
"Tuesday","9AM","10AM","690 POTRERO AVE","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.760780278477,-122.407206690641)"
"Tuesday","9AM","10AM","1351 UNDERWOOD AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7271017536177,-122.387234037178)"
"Tuesday","9AM","10AM","350 KANSAS ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7653536432638,-122.40365294813)"
"Tuesday","9AM","10AM","1265 GROVE ST","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages","Y","BH & MT LLC","(37.7759468088778,-122.437383577606)"
"Tuesday","9AM","10AM","250 BROADWAY","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7985576514587,-122.401662259543)"
"Tuesday","9AM","10AM","350 TREAT AVE","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7646370033035,-122.413445537287)"
"Tuesday","9AM","10AM","575 HARRISON ST","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,","Y","Paradise Catering","(37.7846912153683,-122.39458113071)"
"Tuesday","9AM","10AM","390 04TH ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7809744769695,-122.399942924764)"
"Tuesday","9AM","10AM","1212 THOMAS AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7263696196635,-122.384041765309)"
"Tuesday","9AM","10AM","150 RUSS ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7781942040045,-122.407532192783)"
"Tuesday","9AM","11AM","501 BEALE ST","Hot Dogs, Hamburgers, Nachos, Steaks, Pastas, Asian Dishes, Tri-Tip Sandwiches, Sodas & Water","N","Linda's Catering","(37.7862355858498,-122.389553869597)"
"Tuesday","9AM","10AM","1150 FOLSOM ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7758691440212,-122.409050269203)"
"Tuesday","9AM","10AM","555 MISSOURI ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7592948961276,-122.39611224788)"
"Tuesday","9AM","10AM","555 MISSOURI ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7592948961276,-122.39611224788)"
"Tuesday","12PM","1PM","400 ALABAMA ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7641509499715,-122.412358791534)"
"Tuesday","9AM","10AM","2555 BAY SHORE BLVD","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7095211282262,-122.404617048658)"
"Tuesday","1PM","2PM","146 CONNECTICUT ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7644655822132,-122.397747616123)"
"Tuesday","9AM","10AM","145 KING ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7789161780122,-122.390426395944)"
"Tuesday","12PM","1PM","601 MARIPOSA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.764203655834,-122.389875569211)"
"Tuesday","9AM","10AM","435 23RD ST","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7555059783625,-122.385220879126)"
"Tuesday","9AM","10AM","190 NAPOLEON ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.747071424905,-122.398898846675)"
"Tuesday","9AM","10AM","151 EXECUTIVE PARK BLVD","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7114336729248,-122.393703104382)"
"Tuesday","11AM","12PM","630 TREAT AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7599819816022,-122.413769206324)"
"Tuesday","10AM","2PM","450 CALIFORNIA ST","Mantu, Balani, Guabili pillow, lamb shank","N","Kamdesh Truck","(37.7930054602042,-122.401993004284)"
"Tuesday","6AM","2PM","535 WASHINGTON ST","Burgers, French Fries, Black Bean Burgers, Mac and Cheese, drinks","N","Doc's of the Bay","(37.7955802129896,-122.402408013716)"
"Tuesday","5PM","6PM","118 KING ST","Cupcakes","N","Kara's Cupcakes","(37.7796402072113,-122.390153758805)"
"Tuesday","10AM","11AM","100 CALIFORNIA ST","Cupcakes","N","Kara's Cupcakes","(37.7935583358987,-122.397654505859)"
"Tuesday","7AM","6PM","353 BAY SHORE BLVD","Tacos, Burritos, Tostadas, Flautas, Tostadas, Tortas, Pozole Menudo","N","Giant Burrito","(37.7421405864675,-122.405736586446)"
"Tuesday","9AM","5PM","1301 CESAR CHAVEZ ST","Tacos, Burritos, Tortas, Quesadillas, Sodas, Chips, Candy","N","Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's","(37.7500640921275,-122.39046456696)"
"Tuesday","10AM","3PM","333 MARKET ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","N","Bombay Blvd.","(37.7921033879545,-122.397585967453)"
"Tuesday","8AM","7PM","870 MARKET ST","Kettle Corn","N","Creme Brulee To Go","(37.7849061488879,-122.407072991554)"
